FOLIO,Sexo:,Edad:,Ciudad donde reside.,P1_1am,"¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","¿Alguna otra? Otra? (OTRAS MENCIONES, INSISTIR)","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?","De los siguientes lugares, podría indicarme ¿en cuál sí compraría y en cuál no compraría una batería para automóvil?",¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué sí compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,¿Por qué NO compraría una batería para atomóvil en …?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?,Independientemente de baterías o compras de accesorios para automóviles. ¿cuál es su frecuencia de compra al mes en las siguientes tiendas o establecimientos?
232,Hombre,35 - 44,Culiacán,Refaccionaria Tradicional,,,,,,,,,,,Coppel,,,,,Autozone,,,,,Centros de servicio LTH,Internet / Compras en línea,,,,,,,,,,,Sí,,,,,Sí,,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,Facilidades de pago/ Meses sin intereses / Crédito,,,,,,,,,,,Promociones / Descuentos,,,,,,,Por la ubicación / Le queda cerca,,,,,Le recomendaron ese lugar,,,Brindan entrega a domicilio,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Con menor frecuencia,Nunca,Nunca,Nunca,Con menor frecuencia,Nunca,Nunca,Con menor frecuencia,Mensual,Con menor frecuencia,Mensual,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia
233,Hombre,25 - 34,Colima,Red LTH,,,Walmart,,,,,,,,,,,,,Autozone,,,,,,,,,Sí,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,Buena atención / servicio,,,,,,,,,,,,,,,,,,,,,,,,,,Tiene productos de calidad,,,Tienen variedad de productos y marcas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Trimestral,Mensual,Trimestral,Cuatrimestral,Con menor frecuencia,Cada 5 meses,Con menor frecuencia,Cuatrimestral,Con menor frecuencia,Nunca,Con menor frecuencia,Nunca,Quincenal,Semestral
234,Hombre,45 - 54,Culiacán,Centros de servicio LTH,Soriana,,,,,,,,,,,,,,,Autozone,Red LTH,,Refaccionaria Tradicional,,,,No,,,,,,,,,,,,,,,No,Sí,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapidez,Por comodidad / Es práctico / Fácil,,,Tienen en existencias / Encuentra la que necesita,,,,,Buena atención / servicio,Tiene productos de calidad,Brinda garantía / Mayor garantía,,,Acostumbra a comprar en otro tipo de lugar,,,,,,,,,,,,,,,,,,,,,,,No tiene variedad,,,,,,,,,,,Mensual,Una vez por semana,Nunca,Nunca,Con menor frecuencia,Más de una vez por semana,Con menor frecuencia,Mensual,Con menor frecuencia,Mensual,No especificó,No especificó,Bimestral,Bimestral,Con menor frecuencia
235,Hombre,25 - 34,Culiacán,Refaccionaria Tradicional,,,,,,,,,,,,,Elektra,,,Autozone,,,,Taller mecánico eléctrico,,,,,,,,,,,,,,,No,,,Sí,,,Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brinda garantía / Mayor garantía,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,,,,,,,,No tiene existencias / No encuentra la que busca,,,,,,,,,,,,,Brindan menos garantía / No dan garantía,Venden baterías usadas / reconstruidas / no originales,,,Quincenal,Mensual,No especificó,Nunca,Nunca,Mensual,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia,Mensual,Mensual,Mensual,Semestral,Semestral,Con menor frecuencia
236,Hombre,25 - 34,Culiacán,Refaccionaria Tradicional,,,Walmart,,,,,,,Sam´s,,,,,,Autozone,Red LTH,,,,Centros de servicio LTH,,,,Sí,,,,,,,Sí,,,,,,Sí,No,,Sí,,Sí,,,,,,Tiene productos de calidad,,,,,,,,,,,,,Promociones / Descuentos,,,,,,,,,,,,,Brinda garantía / Mayor garantía,Precio accesible / Precio económico,,,,,,Buena atención / servicio,,,,,Por comodidad / Es práctico / Fácil,Tienen en existencias / Encuentra la que necesita,Buena atención / servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,No le brinda confianza / No es confiable,,,,,,,,,Quincenal,Más de una vez por semana,Nunca,Nunca,Nunca,Con menor frecuencia,Con menor frecuencia,No especificó,Mensual,Mensual,No especificó,No especificó,Bimestral,Trimestral,Con menor frecuencia
238,Hombre,35 - 44,Colima,Walmart,,,,,,,,,,,Coppel,,,,,,Red LTH,,,,,,,,Sí,,,,,,,,,,,,,,Sí,,,,,,,,,,Tiene productos de calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiene productos de calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Con menor frecuencia,Semestral,Con menor frecuencia,Con menor frecuencia,Mensual,Bimestral,Semestral,Nunca,Más de una vez por semana,Nunca,Nunca,Semestral,Quincenal,Semestral
239,Mujer,45 - 54,Culiacán,Refaccionaria Tradicional,,Mercado Soriana,,,,,,,,,,,,,,Autozone,,,,Taller mecánico eléctrico,Centros de servicio LTH,,,Sí,,,,,,,,,,,,,,Sí,,,Sí,Sí,Sí,,,,Por la ubicación / Le queda cerca,Promociones / Descuentos,,,,,,,,,,,,,,,,,,,,,,,,,,,Buena atención / servicio,Es un lugar de prestigio,,,,,,Tienen variedad de productos y marcas,,,Buena atención / servicio,Brindan el servicio de instalación,Brindan el servicio de instalación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Más de una vez por semana,Una vez por semana,Nunca,Nunca,Nunca,Trimestral,Nunca,No especificó,No especificó,Bimestral,Nunca,Mensual,Mensual,Mensual,Con menor frecuencia
240,Hombre,25 - 34,Culiacán,Autozone,,,,,,,,,,,,,,,,,,,Refaccionaria Tradicional,,Centros de servicio LTH,,,,,,,,,,,,,,,,,Sí,,,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Promociones / Descuentos,Buena atención / servicio,,,,,,Por la ubicación / Le queda cerca,,,,,Tienen variedad de productos y marcas,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Mensual,Nunca,Nunca,Nunca,Más de una vez por semana,Nunca,Nunca,Trimestral,Mensual,Nunca,Mensual,Semestral,Semestral,Semestral
241,Hombre,25 - 34,Guadalajara,Sam´s,,,Walmart,,,,,,,,,,,,,Autozone,,,,,,,,,Sí,,,,,,,Sí,,,,,,Sí,,,,,,,,,,,Tienen variedad de productos y marcas,,,,,,,,,,,,,Tiene productos de calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con menor frecuencia,Una vez por semana,Con menor frecuencia,No especificó,Nunca,Una vez por semana,Bimestral,Con menor frecuencia,Una vez por semana,Quincenal,Con menor frecuencia,Una vez por semana,Quincenal,Mensual,Con menor frecuencia
242,Hombre,25 - 34,Colima,Walmart,,,,,,,,,,,Coppel,,,,,,Red LTH,,,,,,,,Sí,,,,,,,,,,,,,,Sí,,,,,,,,,,Le recomendaron ese lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buena atención / servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Semestral,Nunca,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia,Semestral,Con menor frecuencia,Con menor frecuencia,Una vez por semana,Trimestral,Cuatrimestral,Con menor frecuencia,Trimestral,Semestral
244,Hombre,35 - 44,Guadalajara,Autozone,,,,,,,Bodega Aurrera,,,,,,,,,,,,Refaccionaria Tradicional,,,,,,,,,,Sí,,,,,,,,,Sí,,,Sí,,,,,,,,,,,,,,,,Tiene productos de calidad,,,,,,,,,,,,,,,,,,Buena atención / servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia,Con menor frecuencia,Nunca,Una vez por semana,Con menor frecuencia,Nunca,Una vez por semana,Mensual,Quincenal,Una vez por semana,Quincenal,Mensual,Mensual
245,Hombre,35 - 44,Culiacán,Refaccionaria Tradicional,,,,,,,,,,,Coppel,Famsa,,,,Autozone,,,,,,,,,,,,,,,,,Sí,Sí,,,,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,Promociones / Descuentos,,,Facilidades de pago/ Meses sin intereses / Crédito,,,,,,,,Buena atención / servicio,Precio accesible / Precio económico,,,,,,Por la ubicación / Le queda cerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Mensual,Nunca,Nunca,Con menor frecuencia,Mensual,Nunca,Con menor frecuencia,Nunca,Mensual,Trimestral,Con menor frecuencia,Bimestral,Bimestral,Con menor frecuencia
246,Hombre,45 - 54,Culiacán,Centros de servicio LTH,,,,,,,,,,,,,,,,,,,Refaccionaria Tradicional,Taller mecánico eléctrico,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapidez,,,Precio accesible / Precio económico,,Precio accesible / Precio económico,Brinda garantía / Mayor garantía,Tienen variedad de productos y marcas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Una vez por semana,Nunca,Nunca,Nunca,Nunca,Quincenal,No especificó,No especificó,Nunca,Mensual,Con menor frecuencia,Con menor frecuencia,Trimestral,Trimestral,Semestral
247,Hombre,25 - 34,Colima,Refaccionaria Tradicional,,,Walmart,,,,,,,,,,Elektra,,,,Red LTH,,,,,,,,Sí,,,,,,,,,,,,,,Sí,,Sí,,,,,,,,Siempre compra en ese lugar / Costumbre / Cliente frecuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tienen variedad de productos y marcas,,,,Brinda garantía / Mayor garantía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bimestral,Una vez por semana,Nunca,Con menor frecuencia,Con menor frecuencia,Quincenal,Nunca,Bimestral,Con menor frecuencia,Quincenal,Con menor frecuencia,Quincenal,Mensual,Quincenal,Quincenal
248,Hombre,35 - 44,Guadalajara,Elektra,,,Walmart,,,,,,,,,,,,Liverpool,,,,Refaccionaria Tradicional,,,,,,Sí,,,,,,,,,,Sí,,Sí,,,,Sí,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,Es fácil de encontrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Quincenal,Quincenal,Mensual,Nunca,Más de una vez por semana,Quincenal,Nunca,Mensual,Una vez por semana,Con menor frecuencia,Una vez por semana,Quincenal,Mensual,Bimestral
249,Hombre,45 - 54,Guadalajara,Bodega Aurrera,,,Walmart,,,,,,,Sam´s,Coppel,,,,,,,,,,,,,,Sí,,,,Sí,,,Sí,Sí,,,,,,,,,,,,,,,,Tiene productos de calidad,,,,,,,,Por la ubicación / Le queda cerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Quincenal,Nunca,Con menor frecuencia,Nunca,Una vez por semana,Nunca,Nunca,Quincenal,Mensual,Con menor frecuencia,Una vez por semana,Quincenal,Quincenal,Mensual
251,Hombre,35 - 44,Guadalajara,Autozone,,,,,,,Bodega Aurrera,,,,Coppel,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,Facilidades de pago/ Meses sin intereses / Crédito,,,,,,,,,,,Por comodidad / Es práctico / Fácil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Quincenal,Mensual,Con menor frecuencia,Nunca,Más de una vez por semana,Con menor frecuencia,Nunca,Quincenal,Mensual,Mensual,Una vez por semana,Quincenal,Quincenal,Más de una vez por semana
252,Hombre,45 - 54,Guadalajara,Autozone,,,Walmart,,,,,,,Sam´s,,,,,,,,,,,,,,,Sí,,,,,,,Sí,,,,,,Sí,,,,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,,,,,,,Tienen en existencias / Encuentra la que necesita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con menor frecuencia,Más de una vez por semana,Con menor frecuencia,Quincenal,Nunca,Quincenal,Nunca,Nunca,Una vez por semana,Quincenal,Mensual,Quincenal,Quincenal,Quincenal,Más de una vez por semana
253,Mujer,45 - 54,Guadalajara,Refaccionaria Tradicional,,,,,,,Bodega Aurrera,,,,Coppel,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,,,,,Sí,,,,,,,,,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,,,,,,Precio accesible / Precio económico,Siempre compra en ese lugar / Costumbre / Cliente frecuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con menor frecuencia,Una vez por semana,Con menor frecuencia,Con menor frecuencia,No especificó,Más de una vez por semana,No especificó,Nunca,Una vez por semana,Quincenal,Con menor frecuencia,Una vez por semana,Mensual,Quincenal,Más de una vez por semana
254,Hombre,25 - 34,Culiacán,Refaccionaria Tradicional,,Mercado Soriana,Walmart,,,,,,,,Coppel,,,,,Autozone,,,,Taller mecánico eléctrico,,,,Sí,No,,,,,,,,No,,,,,Sí,,,Sí,No,,,,,Promociones / Descuentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tienen en existencias / Encuentra la que necesita,Precio accesible / Precio económico,,,,,,Tiene productos de calidad,,,,,,,,,,,,,No le gusta / No es de su preferencia,,,,,,,,,,,,Brindan menos garantía / No dan garantía,,,,,,,,,,,,,,,Venden baterías usadas / reconstruidas / no originales,,,,Una vez por semana,Con menor frecuencia,Nunca,Nunca,Con menor frecuencia,Mensual,Con menor frecuencia,Con menor frecuencia,Mensual,Mensual,Nunca,Mensual,Mensual,Semestral,Trimestral
255,Hombre,45 - 54,Guadalajara,Autozone,,,,,,,,,,,Coppel,,Elektra,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,Por la ubicación / Le queda cerca,,,,,,,,,,,Por la ubicación / Le queda cerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con menor frecuencia,Una vez por semana,Con menor frecuencia,Con menor frecuencia,Nunca,Quincenal,Con menor frecuencia,Con menor frecuencia,Más de una vez por semana,Quincenal,Nunca,Mensual,Más de una vez por semana,Una vez por semana,Más de una vez por semana
256,Hombre,35 - 44,Guadalajara,Autozone,,,,,,,Bodega Aurrera,,,Sam´s,Coppel,,,,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,Sí,,,,,,,,,,,,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,Es fácil de encontrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Mensual,Con menor frecuencia,Con menor frecuencia,Nunca,Más de una vez por semana,Nunca,Nunca,Con menor frecuencia,Quincenal,Con menor frecuencia,Una vez por semana,Bimestral,Quincenal,Más de una vez por semana
257,Hombre,25 - 34,Guadalajara,Elektra,,,Walmart,,,,,,,Sam´s,Coppel,,,,,,,,,,,,,,Sí,,,,,,,Sí,Sí,,Sí,,,,,,,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,,,,,,,Facilidades de pago/ Meses sin intereses / Crédito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quincenal,Más de una vez por semana,Con menor frecuencia,Quincenal,Nunca,Más de una vez por semana,Nunca,Nunca,Quincenal,Quincenal,Con menor frecuencia,Una vez por semana,Con menor frecuencia,Con menor frecuencia,Mensual
258,Hombre,25 - 34,Culiacán,Refaccionaria Tradicional,Soriana,,,,,,,,,Sam´s,Coppel,,,,,Autozone,,,,,,,Sí,,,,,,,,,Sí,Sí,,,,,No,,,Sí,,,Promociones / Descuentos,,,,,,,,,,,,,,,,,,Precio accesible / Precio económico,,Facilidades de pago/ Meses sin intereses / Crédito,,,,,,,,,,,,,,,,,,Por comodidad / Es práctico / Fácil,Rapidez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No le gusta / No es de su preferencia,,,,,,,,,,,Una vez por semana,Trimestral,Nunca,Nunca,Nunca,Con menor frecuencia,Nunca,Nunca,Bimestral,Mensual,No especificó,Con menor frecuencia,Con menor frecuencia,Nunca,Con menor frecuencia
259,Hombre,18 - 24,Colima,Taller mecánico eléctrico,,,,,,,,,,,,,,,,Autozone,Red LTH,,Refaccionaria Tradicional,,Centros de servicio LTH,,,,,,,,,,,,,,,,,Sí,Sí,,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Por comodidad / Es práctico / Fácil,,,Buena atención / servicio,,,,,,,Le recomendaron ese lugar,,Le brinda confianza / Es confiable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Una vez por semana,Bimestral,No especificó,Con menor frecuencia,Con menor frecuencia,Semestral,Cuatrimestral,Con menor frecuencia,Trimestral,Quincenal,No especificó,Una vez por semana,Semestral,Quincenal,Semestral
261,Hombre,18 - 24,Colima,Taller mecánico eléctrico,,,,,,,,,,,Coppel,,,,,Autozone,Red LTH,,,,,,,,,,,,,,,,Sí,,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,Buena atención / servicio,,,,,,,,,,,Precio accesible / Precio económico,,,Precio accesible / Precio económico,,,,,,,Otro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Una vez por semana,Con menor frecuencia,Nunca,Con menor frecuencia,Con menor frecuencia,Mensual,Semestral,Nunca,Mensual,Con menor frecuencia,Con menor frecuencia,Una vez por semana,Quincenal,Quincenal,Semestral
262,Hombre,25 - 34,Colima,Coppel,Soriana,,,,,,,,,,,,,,,,Red LTH,,,,,,,,,,,,,,,,Sí,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Precio accesible / Precio económico,,,,,,,,,,,,,,Por comodidad / Es práctico / Fácil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mensual,Quincenal,,Con menor frecuencia,Semestral,Con menor frecuencia,Mensual,Con menor frecuencia,Bimestral,Una vez por semana,Con menor frecuencia,Una vez por semana,Trimestral,Semestral,Con menor frecuencia
